"Fluorophore","UV1-A","UV2-A","UV3-A","UV4-A","UV5-A","UV6-A","UV7-A","UV8-A","UV9-A","UV10-A","UV11-A","UV12-A","UV13-A","UV14-A","UV15-A","UV16-A","V1-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","B1-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","B10-A","B11-A","B12-A","B13-A","B14-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A"
"BUV615_Reference",0.00700114678899089,0.026697247706422,0.0227981651376147,0.0193004587155964,0.0191972477064221,0.02,0.0124025229357799,0.00430045871559637,0.211100917431193,1,0.396599770642202,0.211897935779817,0.126100917431193,0.106800458715596,0.0650000000000001,0.035,0.000200688073394462,0.000200688073394462,0,0,0,0,0,0.0120011467889909,0.0884977064220184,0.278698394495413,0.0936983944954128,0.0509977064220184,0.031697247706422,0.0204013761467889,0.0127981651376147,0.00419724770642205,0,0,0,0.00299885321100912,0.0288016055045871,0.0586983944954128,0.0275974770642203,0.0213990825688073,0.0179988532110092,0.00770068807339463,0.00409977064220191,0.00369839449541287,0.00240252293577992,0.00180045871559631,0.00439793577981651,0.00520068807339458,0.00409977064220191,0.0022993119266056,0.00130160550458713,0.000997706422018352,0.000699541284403749,0.000298165137614603
"BUV737_Reference",0.00610091743119257,0.0238990825688074,0.0204013761467889,0.017098623853211,0.0170011467889909,0.0177006880733946,0.0104988532110093,0.00279816513761466,0.000401376146788923,0.000298165137614603,0.00130160550458713,0.0247993119266056,0.404397935779817,1,0.505498853211009,0.397098623853211,0.000298165137614603,0.000298165137614603,0,0,0,0,0,0,0,0,0,0.00520068807339458,0.101897935779817,0.214099770642202,0.111502293577982,0.056198394495413,0,0,0,0,0,0,0,0.000997706422018352,0.0159977064220183,0.116800458715596,0.185200688073395,0.152700688073395,0.0888990825688074,0.107901376146789,0.000200688073394462,0.00400229357798165,0.0313016055045872,0.219598623853211,0.507299311926605,0.336100917431193,0.268302752293578,0.153102064220183
"BUV805_Reference",0.0161009174311926,0.065802752293578,0.0572993119266054,0.0479988532110093,0.0477006880733946,0.0500974770642202,0.0334977064220184,0.0109977064220184,0.00619839449541293,0.00400229357798165,0.00110091743119267,0.000498853211009287,0.00130160550458713,0.0238016055045872,0.359598623853211,1,0.00130160550458713,0.00200114678899088,0.000997706422018352,0,0,0,0,0,0,0,0,0,0,0.000997706422018352,0.0422018348623854,0.0865022935779817,0,0,0,0,0,0,0,0,0,0,0,0.00119839449541281,0.00959862385321109,0.0306020642201836,0,0,9.74770642201417e-05,0.000498853211009287,0.00189793577981656,0.0109977064220184,0.0963016055045872,0.173302752293578
"BV421_Reference",0.00220183486238545,0.000401376146788923,0.110900229357798,0.0731020642201835,0.101697247706422,0.0820986238532111,0.0556995412844037,0.0175,0.00569954128440364,0.00220183486238545,9.74770642201417e-05,0,0,0,0,0,1,0.903698394495413,0.9175,0.36509747706422,0.152901376146789,0.0940997706422019,0.070401376146789,0.0177006880733946,0.00810206422018356,0.0056020642201835,0.000699541284403749,9.74770642201417e-05,0,0,0,9.74770642201417e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BV480_Reference",0.000200688073394462,0,0,0.000498853211009287,0.0138016055045872,0.15,0.302998853211009,0.150298165137615,0.0775000000000001,0.0206020642201836,0.00580275229357796,0.00240252293577992,0.00150229357798171,0.00119839449541281,0.000699541284403749,0.000401376146788923,0,0.00889908256880734,0.198497706422018,0.905498853211009,1,0.804197247706422,0.763497706422018,0.319501146788991,0.184002293577982,0.160498853211009,0.039598623853211,0.0161009174311926,0.0109002293577982,0.00689793577981657,0.00409977064220191,0.00169724770642199,0.077901376146789,0.0584977064220183,0.0393004587155964,0.0127006880733945,0.00720183486238535,0.00450114678899083,0.00150229357798171,0.00090022935779821,0.000498853211009287,0.000298165137614603,9.74770642201417e-05,9.74770642201417e-05,0,0,0,0,0,0,0,0,0,0
"BV510_Reference",0.000298165137614603,0,0.000200688073394462,0.00209862385321113,0.0138990825688073,0.0749025229357799,0.416198394495413,0.363199541284404,0.28740252293578,0.100298165137615,0.0406020642201835,0.0188016055045871,0.0138016055045872,0.0122018348623854,0.0084977064220183,0.00599770642201836,0.000699541284403749,0.0177006880733946,0.0979988532110092,0.249197247706422,0.703698394495413,0.700298165137615,1,0.663801605504587,0.440200688073395,0.423801605504587,0.149799311926605,0.0699025229357798,0.0554988532110092,0.0386009174311926,0.0261983944954129,0.0111009174311927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BV570_Reference",0,0,0.00529816513761472,0.00270068807339452,0.00319954128440358,0,0,0.0079013761467891,0.244501146788991,0.0845986238532112,0.0290022935779816,0.0136009174311927,0.00810206422018356,0.00650229357798171,0.00389908256880733,0.0025974770642202,0.128497706422018,0.122700688073395,0.115298165137615,0.0463016055045873,0.0143004587155964,0.00700114678899089,0.0279013761467891,1,0.526399082568807,0.576100917431193,0.173899082568807,0.0806020642201836,0.0525,0.0338016055045872,0.0209977064220184,0.0079013761467891,0,0,0.00090022935779821,0.0959977064220184,0.0525974770642202,0.0443979357798164,0.0190022935779816,0.0127981651376147,0.0109002293577982,0.00470183486238529,0.00250000000000006,0.0022993119266056,0.00139908256880739,0.00110091743119267,0,0,0,0,0,0,0,0
"BV605_Reference",0,0,0.00220183486238545,0.00139908256880739,0.00189793577981656,0.00119839449541281,0,0,0.0893004587155964,0.206301605504587,0.113400229357798,0.0465022935779817,0.0365997706422019,0.0331995412844036,0.0193004587155964,0.0131020642201835,0.0508027522935781,0.0488016055045871,0.0459002293577981,0.0184002293577982,0.00610091743119257,0.00290137614678898,0.00110091743119267,0.156399082568807,0.68740252293578,1,0.468801605504587,0.192201834862385,0.163899082568807,0.114598623853211,0.0677006880733946,0.0293004587155964,0,0,0,0.00659977064220185,0.0415997706422018,0.0402981651376146,0.0315997706422018,0.0195986238532111,0.0152006880733946,0.00880160550458708,0.00540137614678904,0.00430045871559637,0.00290137614678898,0.00279816513761466,0.000997706422018352,0.000997706422018352,0.000602064220183607,0.000401376146788923,0.000298165137614603,0.000200688073394462,0,0
"BV650_Reference",0,0,0.00299885321100912,0.00189793577981656,0.00250000000000006,0.00130160550458713,0,0,0,0.0450974770642202,0.186897935779817,0.0849025229357799,0.0634977064220185,0.0490022935779816,0.0277006880733945,0.0168979357798166,0.0684002293577982,0.0652981651376147,0.0624025229357799,0.0247993119266056,0.00830275229357802,0.00389908256880733,0.000802752293578068,0.000498853211009287,0.0152981651376147,0.201502293577982,1,0.458199541284404,0.366697247706422,0.222098623853211,0.128497706422018,0.0493004587155964,0,0,0,0,0,0.00159977064220185,0.0118004587155963,0.00759747706422031,0.00680045871559642,0.00360091743119273,0.00180045871559631,0.00139908256880739,0.00090022935779821,0.000699541284403749,0.133497706422018,0.12740252293578,0.101599770642202,0.0740022935779817,0.0449025229357799,0.0270011467889908,0.0243004587155963,0.0100974770642202
"BV711_Reference",0,0,0.0022993119266056,0.00139908256880739,0.00180045871559631,0.000602064220183607,0,0,0,0,0.00220183486238545,0.0409977064220184,0.15490252293578,0.129197247706422,0.0947993119266056,0.0625,0.0638990825688074,0.0611009174311927,0.0577006880733946,0.0231995412844036,0.00770068807339463,0.00369839449541287,0.000997706422018352,0,0,0,0.0161983944954129,0.289197247706422,1,0.641502293577982,0.464300458715596,0.196697247706422,0,0,0,0,0,0,0,0.00400229357798165,0.0352981651376147,0.0572993119266054,0.0313990825688073,0.025,0.0215022935779816,0.0200974770642202,0.00200114678899088,0.0231020642201835,0.14509747706422,0.316502293577982,0.217001146788991,0.13240252293578,0.151198394495413,0.070401376146789
"BV750_Reference",0,0,0.00180045871559631,0.00110091743119267,0.00150229357798171,0.000602064220183607,0,0,0,0,0,0.000602064220183607,0.0243979357798165,0.207998853211009,0.17240252293578,0.0999025229357798,0.0484977064220183,0.0463016055045873,0.0436983944954129,0.0172018348623854,0.00520068807339458,0.00200114678899088,0,0,0,0,0,0.00549885321100918,0.165498853211009,1,0.938698394495413,0.34990252293578,0,0,0,0,0,0,0,0,0,0.00709862385321103,0.0270011467889908,0.0468979357798165,0.0315022935779816,0.028302752293578,0,0,0.00090022935779821,0.0113016055045871,0.0640022935779817,0.0981020642201835,0.0895011467889909,0.0377981651376148
"BV785_Reference",0,0,0.00209862385321113,0.00139908256880739,0.00209862385321113,0.00150229357798171,0.000200688073394462,0,0,0,0,9.74770642201417e-05,0.00159977064220185,0.0463990825688074,0.165298165137615,0.139501146788991,0.0511983944954129,0.0486983944954128,0.046697247706422,0.0190997706422019,0.00700114678899089,0.00380160550458719,0.00189793577981656,0,0,0,0.00119839449541281,0.00180045871559631,0.0134977064220184,0.226897935779817,1,0.560699541284404,0,0,0,0,0,0,0,0,0,9.74770642201417e-05,0.00180045871559631,0.00939793577981662,0.0206020642201836,0.0224025229357798,9.74770642201417e-05,0.000498853211009287,0.000498853211009287,0.00090022935779821,0.00810206422018356,0.0354988532110092,0.0945011467889908,0.0543979357798164
"FITC_Reference",0,0.000200688073394462,0.000699541284403749,0.00090022935779821,0.00189793577981656,0.00220183486238545,0.0345011467889909,0.0284002293577982,0.0115997706422019,0.0022993119266056,9.74770642201417e-05,0,0,0,0,0,0,0,0,0,0.0359002293577981,0.0565022935779818,0.0599025229357798,0.0199025229357799,0.00930045871559637,0.00540137614678904,0,0,0,0,0,0,0.833801605504587,1,0.734002293577982,0.209002293577982,0.108400229357798,0.059598623853211,0.0204988532110093,0.0122018348623854,0.00930045871559637,0.00419724770642205,0.00209862385321113,0.00169724770642199,0.00119839449541281,0.000802752293578068,0,0,0,0,0,0,0,0
"Pacific Blue_Reference",0,0,0.00110091743119267,0.0118979357798166,0.0275,0.0352006880733946,0.0211009174311927,0.00360091743119273,0,0,0,0,0,0,0,0,0.0693004587155964,0.578801605504587,1,0.662201834862385,0.333600917431193,0.184397935779816,0.153199541284404,0.0359002293577981,0.0168004587155963,0.00900229357798166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PE-Cy5_Reference",0,0,0,0.000154816513761591,0.000154816513761591,0.000154816513761591,0,0,0.00169724770642199,0.000464449541284551,0.0474426605504588,0.0353899082568807,0.0216341743119266,0.0222534403669725,0.0112786697247708,0.00680045871559642,0,0,0,0,0,0,0,0.00509747706422026,0.00169724770642199,0.00154816513761469,0.189925458715596,0.14279243119266,0.0905561926605505,0.0740252293577981,0.0378612385321101,0.0143692660550458,0.000464449541284551,0,0.00154816513761469,0.0316800458715597,0.0137557339449541,0.0112786697247708,0.852264908256881,1,0.715498853211009,0.327614678899083,0.22716743119266,0.183279816513761,0.105550458715596,0.0958142201834863,0.232884174311927,0.414466743119266,0.28079128440367,0.169369266055046,0.13661123853211,0.0848394495412843,0.0670699541284404,0.0292087155963302
"PE-Cy7_Reference",0,0,0,0.000177752293577971,0.000177752293577971,0.000177752293577971,0,0,0.000355504587156052,0,0,0,0.000355504587156052,0.0204013761467889,0.0864334862385322,0.060487385321101,0,0,0,0,0,0,0,0.00125000000000008,0,0,0,0,0.00125000000000008,0.0510034403669726,0.281135321100917,0.128669724770642,0.000355504587156052,0,0.00161123853211009,0.0170011467889909,0.00751720183486237,0.00501146788990825,0.00250573394495424,0.00196674311926615,0.00215022935779818,0.00787270642201843,0.0644266055045872,0.442196100917431,1,0.858807339449541,0.000177752293577971,0.000355504587156052,0.000177752293577971,0.000716743119266061,0.00948394495412841,0.060487385321101,0.178417431192661,0.08375
"PE-Dazzle 594_Reference",0,0.000177752293577971,0.000355504587156052,0.00053899082568809,0.000716743119266061,0.00107224770642211,0,0,0.0222190366972477,0.0867201834862386,0.0297419724770643,0.0161238532110093,0.0087786697247707,0.00734518348623858,0.00465596330275231,0.00250573394495424,0,0,0,0,0,0,0,0.0451548165137615,0.119334862385321,0.386846330275229,0.107505733944954,0.0578727064220185,0.0342259174311926,0.0218577981651377,0.0139736238532111,0.00447821100917434,0.00107224770642211,0,0.00501720183486243,0.158755733944954,0.462104357798165,1,0.390252293577982,0.310338302752294,0.261961009174312,0.103744266055046,0.0560837155963303,0.052322247706422,0.0344036697247706,0.026519495412844,0.000894495412844032,0.00107224770642211,0.000894495412844032,0.000355504587156052,0.000177752293577971,0,0,0
"PE-Fire 744_Reference",0,0,0.000315366972477138,0.000315366972477138,0.000315366972477138,0.000154816513761591,0,0,0.00110091743119267,0,0.000154816513761591,0.000470183486238507,0.0110149082568807,0.0775630733944955,0.0555389908256881,0.0309919724770642,0,0,0,0,0,0,0,0.00314793577981654,0.00110091743119267,0.000946100917431192,0.000630733944954165,0.002362385321101,0.0500286697247706,0.256450688073394,0.207207568807339,0.074415137614679,0.00126146788990822,0.000470183486238507,0.00267201834862385,0.019506880733945,0.00896788990825681,0.00613532110091741,0.00408830275229355,0.00408830275229355,0.0229701834862386,0.199495412844037,0.645057339449541,1,0.587316513761468,0.532723623853211,0.000315366972477138,0.000630733944954165,0.00314793577981654,0.0319380733944954,0.154655963302752,0.206731651376147,0.166771788990826,0.070487385321101
"RB705_Reference",0,0,0,0,0,0,0,0.000200688073394462,0,0,0.00130160550458713,0.0220011467889909,0.0593979357798166,0.045,0.036697247706422,0.025,0,0,0,0,0,0,0,0,0,0,0.00290137614678898,0.0590022935779816,0.150699541284404,0.0822993119266056,0.0668979357798165,0.0290997706422019,0.00630160550458725,0.0111983944954128,0.00979931192660555,0.00430045871559637,0.0025974770642202,0.00159977064220185,0.0184002293577982,0.157998853211009,0.945,1,0.475401376146789,0.415401376146789,0.383698394495413,0.356697247706422,0.00180045871559631,0.025,0.146198394495413,0.234002293577982,0.134300458715596,0.0865997706422019,0.10759747706422,0.0509977064220184
"Spark Blue 550_Reference",0,0.000200688073394462,0.00130160550458713,0.00139908256880739,0.00189793577981656,0.00290137614678898,0.00720183486238535,0.0406995412844038,0.0275974770642203,0.0084977064220183,0.00310206422018344,0.00150229357798171,0.00110091743119267,0.00090022935779821,0.000802752293578068,0.000200688073394462,0,0,0,0,0.00310206422018344,0.0788990825688074,0.326100917431193,0.189501146788991,0.126800458715596,0.110401376146789,0.0372993119266055,0.0179013761467891,0.0150000000000001,0.0113016055045871,0.00770068807339463,0.00319954128440358,0.0390022935779816,0.372098623853211,1,0.397998853211009,0.275602064220184,0.171502293577982,0.0959002293577982,0.0665997706422019,0.0606995412844037,0.0343004587155963,0.0213990825688073,0.0199025229357799,0.0150000000000001,0.0152006880733946,0,0,0,0,0,0,0,0
